Item,Address,Latitude,Longitude
1628,"25620 104TH AVE SE, KENT, WA 98030, USA",47.3717361,-122.2008029
1629,"3208 QUEEN ANNE AVE N, SEATTLE, WA 98109, USA",47.649,-122.3574944
1630,"18742 142ND AVE NE, WOODINVILLE, WA 98072, USA",47.7634163,-122.1502049
1631,"4237 UNIVERSITY WAY NE, SEATTLE, WA 98105, USA",47.6594156,-122.313348
1632,"17801 INTERNATIONAL BLVD, CD-02, SEATAC, WA 98158, USA",,
1633,"15300 33RD AVE S, 232, SEATAC, WA 98188, USA",,
1634,"12901 SE 69TH PL, Bellevue, WA 98006, USA",47.5407405,-122.1683728
1635,"4041 S 298TH ST, AUBURN, WA 98001, USA",47.3341907,-122.2848234
1636,"4216 6TH AVE NW, SEATTLE, WA 98107, USA",47.6582389,-122.3637506
1637,"9326 SW BAYVIEW DR, VASHON ISLAND, WA 98070, USA",,
1638,"17636 VASHON HWY SW, VASHON ISLAND, WA 98070, USA",,
1639,"1401 327TH AVE NE, Carnation, WA 98014, USA",47.6507974,-121.9035385
1640,"30919 NE CARNATION FARM RD, Carnation, WA 98014, USA",47.6640605,-121.9275056
1641,"20665 SE 264TH ST, COVINGTON, WA 98042, USA",47.3636864,-122.0654878
1642,"33300 NE 32ND ST, Carnation, WA 98014, USA",47.639621,-121.9006428
1643,"14500 SW CAMP SEALTH RD, Vashon, WA 98070, USA",,
1644,"45505 SE 150TH ST, NORTH BEND, WA 98045, USA",47.4691687,-121.7343425
1645,"4539 CALIFORNIA AVE SW, SEATTLE, WA 98116, USA",47.5618055,-122.3869753
1646,"6418 S 124TH ST, Seattle, WA 98178, USA",47.4924616,-122.252781
1647,"31009 PACIFIC HWY S, FEDERAL WAY, WA 98003, USA",47.3235828,-122.3153788
1648,"2125 BEL RED RD, REDMOND, WA 98052, USA",47.6295559,-122.1352978
1649,"23819 104TH AVE SE, Kent, WA 98031, USA",47.3882164,-122.202971
1650,"9427 17TH AVE SW, SEATTLE, WA 98106, USA",47.5183644,-122.3567134
1651,"95 PINE ST, SEATTLE, WA 98101, USA",47.6095721,-122.3411767
1652,"32510 PACIFIC HWY S, FEDERAL WAY, WA 98003, USA",47.3102535,-122.3127697
1653,"1622 SW Roxbury ST, SEATTLE, WA 98106, USA",47.5175273,-122.3563662
1654,"200 SW 43RD ST, RENTON, WA 98057, USA",47.4415541,-122.2200664
1655,"400 PINE ST, SEATTLE, WA 98101, USA",47.6119908,-122.3373914
1656,"6538 4TH AVE S, SEATTLE, WA 98108, USA",47.5440712,-122.3291846
1657,"2576 AURORA AVE N, SEATTLE, WA 98109, USA",47.6430534,-122.3467361
1658,"403 DEXTER AVE N, SUITE 403A, SEATTLE, WA 98109, USA",,
1659,"928 12TH AVE, SEATTLE, WA 98122, USA",47.6112731,-122.3164758
1660,"700 15TH ST SW, AUBURN, WA 98001, USA",47.2809828,-122.2422857
1661,"7755 E MARGINAL WAY S, SEATTLE, WA 98108, USA",47.5331784,-122.3125977
1662,"800 LOGAN AVE N, RENTON, WA 98057, USA",47.4942915,-122.2069558
1663,"1420 S Trenton ST, SEATTLE, WA 98108, USA",47.5226982,-122.3117168
1664,"20021 120TH AVE NE, BOTHELL, WA 98011, USA",47.7730643,-122.1809962
1665,"1000 GARDEN AVE N, RENTON, WA 98057, USA",47.5003068,-122.1996105
1666,"24050 PACIFIC HWY S, KENT, WA 98032, USA",47.3856492,-122.2942122
1667,"1175 N 205TH ST, SHORELINE, WA 98133, USA",47.7751535,-122.3448489
1668,"4401 4TH AVE S, SEATTLE, WA 98134, USA",47.5654639,-122.3303106
1669,"19300 INTERNATIONAL BLVD, SEATAC, WA 98188, USA",47.4291785,-122.2930808
1670,"2651 S 192ND ST, SEATAC, WA 98188, USA",47.431627,-122.2991531
1671,"20833 INTERNATIONAL BLVD, SEATAC, WA 98198, USA",47.4145121,-122.2987005
1672,"2868 S 188TH ST, SEATAC, WA 98188, USA",47.4346304,-122.2965717
1673,"19521 INTERNATIONAL BLVD, SEATAC, WA 98188, USA",47.4273605,-122.2962358
1674,"20313 28TH AVE S, SEATAC, WA 98198, USA",47.4196014,-122.2986862
1675,"21005 64TH AVE S, KENT, WA 98032, USA",47.414496,-122.2577819
1676,"2871 S 102ND ST, BURIEN, WA 98168, USA",,
1677,"22001 84TH AVE S, KENT, WA 98032, USA",47.4053013,-122.2321601
1678,"20416 72ND AVE S, KENT, WA 98032, USA",47.4191249,-122.2431403
1679,"33815 Weyerhaeuser WAY S, AUBURN, WA 98001, USA",,
1680,"1232 A ST NE, AUBURN, WA 98002, USA",47.3193294,-122.227854
1681,"20280 84TH AVE S, KENT, WA 98032, USA",47.4199386,-122.2278479
1682,"710 1ST AVE N, ALGONA, WA 98001, USA",47.2790231,-122.2434261
1683,"635 PARK AVE N, RENTON, WA 98057, USA",47.4935503,-122.2027837
1684,"10002 E MARGINAL WAY, TUKWILA, WA 98168, USA",,
1685,"20703 63RD AVE S, KENT, WA 98032, USA",47.3891627,-122.2562698
1686,"20403 63RD AVE S, KENT, WA 98032, USA",47.3891627,-122.2562698
1687,"2201 S 142ND ST, SEATAC, WA 98168, USA",47.4741115,-122.304536
1688,"737 LOGAN AVE N, RENTON, WA 98057, USA",47.494489,-122.2108606
1689,"998 LOGAN AVE N, RENTON, WA 98057, USA",47.4934391,-122.2072252
1690,"999 757TH AVE, RENTON, WA 98057, USA",,
1691,"616 PERIMETER RD, RENTON, WA 98057, USA",47.4919172,-122.217327
1692,"1801 10TH AVE NW, ISSAQUAH, WA 98027, USA",47.5512243,-122.0529513
1693,"1802 M ST NW, AUBURN, WA 98001, USA",47.323367,-122.2408476
1694,"27520 COVINGTON WAY SE, COVINGTON, WA 98042, USA",47.3553697,-122.1218037
1695,"35100 ENCHANTED PKWY S, FEDERAL WAY, WA 98003, USA",47.2870358,-122.3097942
1696,"400 COSTCO DR, 150, TUKWILA, WA 98188, USA",47.4459536,-122.248805
1697,"4401 E MARGINAL WAY S, SEATTLE, WA 98134, USA",47.5637535,-122.3410119
1698,"1241 EASTLAKE AVE E, SEATTLE, WA 98102, USA",47.6312126,-122.32729
1699,"18700 NE 65th ST, REDMOND, WA 98052, USA",47.6651439,-122.0899239
1700,"15001 NE 36TH ST, REDMOND, WA 98052, USA",47.6394868,-122.1374785
1701,"8127 S 216TH ST, KENT, WA 98032, USA",47.4077777,-122.2313822
1702,"500 5TH AVE, SEATTLE, WA 98104, USA",47.6035022,-122.3282381
1703,"401 4TH AVE N, KENT, WA 98032, USA",47.384813,-122.2380173
1704,"101 ANDOVER PARK E, TUKWILA, WA 98188, USA",47.4600607,-122.2515662
1705,"35425 ENCHANTED PKWY S, FEDERAL WAY, WA 98003, USA",47.2840593,-122.3155145
1706,"1229 NW 8TH ST, NORTH BEND, WA 98045, USA",47.4995154,-121.8004264
1707,"4900 150TH AVE NE, REDMOND, WA 98052, USA",47.6529221,-122.1397243
1708,"2323 EASTLAKE AVE E, SEATTLE, WA 98102, USA",47.6404312,-122.3262403
1709,"2808 A ST SE, AUBURN, WA 98002, USA",47.2841079,-122.2272328
1710,"2811 S 102ND ST, 220, SEATTLE, WA 98168, USA",,
1711,"1034 6TH AVE N, KENT, WA 98032, USA",47.3937981,-122.2392237
1712,"222 YALE AVE N, SEATTLE, WA 98109, USA",47.6203021,-122.3295959
1713,"14111 NE 145TH ST, WOODINVILLE, WA 98072, USA",47.7292858,-122.1493659
1714,"11811 WILLOWS RD NE, REDMOND, WA 98052, USA",47.7084234,-122.1568521
1715,"5303 SHILSHOLE AVE NW, SEATTLE, WA 98107, USA",47.6658729,-122.3847626
1716,"18001 NE UNION HILL RD, REDMOND, WA 98052, USA",47.6747451,-122.0981141
1717,"1801 16TH AVE SW, SEATTLE, WA 98134, USA",47.5858778,-122.3572698
1718,"999 757 AVE, RENTON, WA 98057, USA",,
1719,"800 LAKE DR, ISSAQUAH, WA 98027, USA",47.5473106,-122.0486099
1720,"1211 E ALDER ST, SEATTLE, WA 98122, USA",47.6048181,-122.3155
1721,"2700 RAINIER AVE S, SEATTLE, WA 98144, USA",47.5789705,-122.2976528
1722,"12525 AURORA AVE N, SEATTLE, WA 98133, USA",47.720395,-122.3474153
1723,"1975 124TH AVE NE, BELLEVUE, WA 98005, USA",47.6271996,-122.1787031
1724,"1600 7TH AVE, 2500, SEATTLE, WA 98101, USA",,
1725,"SEATAC MAIN TERMINAL, SEATAC, WA 98158, USA",,
1726,"422 E PINE ST, SEATTLE, WA 98122, USA",47.6153488,-122.325708
1727,"504 BELLEVUE WAY NE, BELLEVUE, WA 98004, USA",47.6164741,-122.201957
1728,"10038 Main ST, BELLEVUE, WA 98004, USA",47.6102896,-122.2048875
1729,"555 15th AVE E, 1, Seattle, WA 98112, USA",,
1730,"3650 WALLINGFORD AVE N, SEATTLE, WA 98103, USA",47.6518718,-122.3361496
1731,"6008 M L KING JR WAY S, Seattle, WA 98118, USA",,
1732,"1525 13TH AVE, SEATTLE, WA 98122, USA",47.6149351,-122.3157517
1733,"7018 NE BOTHELL WAY, A, Kenmore, WA 98028, USA",,
1734,"1301 4TH AVE, SEATTLE, WA 98101, USA",47.6083246,-122.3353672
1735,"200 BROADWAY E, SEATTLE, WA 98102, USA",47.6200265,-122.3206563
1736,"151 12TH AVE, 100, SEATTLE, WA 98122, USA",,
1737,"2800 SOUTHCENTER MALL, 592, TUKWILA, WA 98188, USA",,
1738,"333 WESTLAKE AVE N, SEATTLE, WA 98109, USA",47.6218745,-122.3388609
1739,"400 BELLEVUE WAY NE, #160, BELLEVUE, WA 98004, USA",,
1740,"426 BROADWAY E, Seattle, WA 98102, USA",47.622812,-122.3207093
1741,"427 12TH AVE, Seattle, WA 98122, USA",47.6059473,-122.3172717
1742,"4507 UNIVERSITY WAY NE, SEATTLE, WA 98105, USA",47.6615456,-122.3132994
1743,"129 BELMONT AVE E, SEATTLE, WA 98102, USA",47.6193202,-122.3241849
1744,"2128 336th ST, FEDERAL WAY, WA 98023, USA",47.301431,-122.3623664
1745,"2425 33RD AVE W, #B, SEATTLE, WA 98199, USA",47.6403282,-122.3997907
1746,"405 NE 45TH ST, SEATTLE, WA 98105, USA",47.6612067,-122.3237209
1747,"13310 BEL RED RD, BELLEVUE, WA 98005, USA",47.6227262,-122.1626006
1748,"3840 A ST SE, 103, Auburn, WA 98002, USA",,
1749,"2423 NW MARKET ST, SEATTLE, WA 98107, USA",47.6684106,-122.38901
1750,"668 STRANDER BLVD, TUKWILA, WA 98188, USA",47.4576883,-122.2447078
1751,"2240 CARILLON PT, Kirkland, WA 98033, USA",47.6564561,-122.2069753
1752,"31007 PACIFIC HWY S, A, FEDERAL WAY, WA 98003, USA",,
1753,"12801 84TH AVE NE, Kirkland, WA 98034, USA",47.7159778,-122.230838
1754,"820 PINE ST, SEATTLE, WA 98101, USA",47.6135477,-122.3323964
1755,"4525 UNIVERSITY WAY NE, Seattle, WA 98105, USA",47.6620668,-122.3132918
1756,"101 BROADWAY E, SEATTLE, WA 98122, USA",47.6188627,-122.3210607
1757,"1223 E CHERRY ST, C121A, SEATTLE, WA 98122, USA",47.607687,-122.3165765
1758,"110 SUMMIT AVE E, SEATTLE, WA 98102, USA",47.6190119,-122.3254121
1759,"5600 ROOSEVELT WAY NE, K113, SEATTLE, WA 98105, USA",,
1760,"88 102ND AVE NE, BELLEVUE, WA 98004, USA",47.6108774,-122.2038539
1761,"1420 5th AVE, Seattle, WA 98101, USA",47.610486,-122.3346274
1762,"4760 TOLT AVE, CARNATION, WA 98014, USA",47.6496073,-121.912656
1763,"4950 TOLT AVE, CARNATION, WA 98014, USA",47.651573,-121.9112512
1764,"28901 NE CARNATION FARM RD, CARNATION, WA 98014, USA",47.6717097,-121.9442393
1765,"1314 UNION AVE NE, RENTON, WA 98059, USA",47.5045576,-122.1634834
1766,"9629 15TH AVE SW, Seattle, WA 98106, USA",47.5165042,-122.3541803
1767,"20856 INTERNATIONAL BLVD, SEATAC, WA 98198, USA",47.4139765,-122.2971191
1768,"419 RAINIER AVE N, RENTON, WA 98057, USA",47.4891413,-122.2184779
1769,"2500 BEACON AVE S, SEATTLE, WA 98144, USA",47.58053,-122.313214
1770,"13702 15TH AVE NE, Seattle, WA 98125, USA",47.7286407,-122.3124092
1771,"8050 RAILROAD AVE SE, C, SNOQUALMIE, WA 98065, USA",,
1772,"1148 CENTRAL AVE N, Kent, WA 98032, USA",47.3951131,-122.2274442
1773,"622 BROADWAY E, SEATTLE, WA 98102, USA",47.6249602,-122.3205321
1774,"18235 140TH AVE SE, Renton, WA 98058, USA",47.4380903,-122.1566099
1775,"25626 102ND PL SE, KENT, WA 98030, USA",47.3719479,-122.2039939
1776,"17623 100TH AVE SW, VASHON ISLAND, WA 98070, USA",,
1777,"12327 ROOSEVELT WAY NE, SEATTLE, WA 98125, USA",47.7185876,-122.3184767
1778,"17644 1ST AVE S, NORMANDY PARK, WA 98148, USA",47.4442334,-122.3336415
1779,"1306 UNION AVE NE, Renton, WA 98059, USA",47.5046578,-122.1643585
1780,"13028 1ST AVE S, SEATTLE, WA 98168, USA",47.5228934,-122.3348648
1781,"3803 NE 4TH ST, RENTON, WA 98056, USA",47.4882792,-122.1674063
1782,"452 SW 153RD ST, BURIEN, WA 98166, USA",47.4661347,-122.3414513
1783,"918 E PIKE ST, SEATTLE, WA 98122, USA",47.6142164,-122.3198375
1784,"16022 116TH AVE SE, Renton, WA 98058, USA",47.458592,-122.184181
1785,"11212 10TH AVE SW, Seattle, WA 98146, USA",47.5022257,-122.34439
1786,"1015 24TH AVE NE, Auburn, WA 98002, USA",,
1787,"22419 PACIFIC HWY S, DES MOINES, WA 98198, USA",47.400475,-122.2978973
1788,"2020 TROSSACHS BLVD SE, SAMMAMISH, WA 98075, USA",47.5912909,-121.9732712
1789,"1100 112TH AVE NE, 110, BELLEVUE, WA 98004, USA",,
1790,"13601 32ND AVE S, Seattle, WA 98168, USA",47.5324382,-122.2907966
1791,"34816 SE RIDGE ST, SNOQUALMIE, WA 98065, USA",47.5321766,-121.8752843
1792,"1700 N 90TH ST, SEATTLE, WA 98103, USA",47.6952131,-122.3371558
1793,"210 RAILROAD AVE E, Skykomish, WA 98288, USA",47.7096524,-121.3590265
1794,"1820 130TH AVE NE, #2, BELLEVUE, WA 98005, USA",47.626576,-122.1662253
1795,"22607 SE 216TH WAY, MAPLE VALLEY, WA 98038, USA",47.4061959,-122.0383546
1796,"1409 GRIFFIN AVE, ENUMCLAW, WA 98022, USA",47.2048301,-121.9915925
1797,"1439 Griffin AVE, ENUMCLAW, WA 98022, USA",47.2047008,-121.9918472
1798,"1531 14TH AVE, SEATTLE, WA 98122, USA",47.6150591,-122.3143994
1799,"2102 7TH AVE, SEATTLE, WA 98121, USA",47.6159334,-122.3387516
1800,"517 QUEEN ANNE AVE N, SEATTLE, WA 98109, USA",47.6238443,-122.3568771
1801,"12526 NE 144TH ST, KIRKLAND, WA 98034, USA",47.7318549,-122.1731486
1802,"1806 136th PL NE, BELLEVUE, WA 98005, USA",47.6262605,-122.1569631
1803,"3756 RAINIER AVE S, #B, SEATTLE, WA 98144, USA",,
1804,"504 BELLEVUE SQ, BELLEVUE, WA 98004, USA",,
1805,"10426 16TH AVE SW, SEATTLE, WA 98146, USA",47.509184,-122.3545756
1806,"27320 PACIFIC AVE S, FEDERAL WAY, WA 98003, USA",,
1807,"1444 COLE ST, ENUMCLAW, WA 98022, USA",47.2028381,-121.9907494
1808,"20512 108TH AVE SE, A-1, KENT, WA 98031, USA",,
1809,"19501 144th AVE NE, #D900, WOODINVILLE, WA 98072, USA",,
1810,"1201 2ND AVE, SEATTLE, WA 98101, USA",47.6067355,-122.3371607
1811,"8200 RAILROAD AVE SE, SNOQUALMIE, WA 98065, USA",47.5270471,-121.8236515
1812,"13613 NE 126TH PL, 350, KIRKLAND, WA 98034, USA",,
1813,"2550 34TH AVE W, SEATTLE, WA 98199, USA",47.643004,-122.3999401
1814,"17705 140th AVE NE, A-2, Woodinville, WA 98072, USA",,
1815,"14356 WOODINVILLE REDMOND RD NE, REDMOND, WA 98052, USA",47.7309051,-122.139463
1816,"807 W VALLEY HWY, KENT, WA 98032, USA",47.3882624,-122.2481553
1817,"1701 E OLIVE WAY, SEATTLE, WA 98102, USA",47.6197166,-122.3233324
1818,"2125 112TH AVE NE, BELLEVUE, WA 98004, USA",47.6298755,-122.1922427
1819,"2700 NORTHUP WAY, BELLEVUE, WA 98004, USA",47.6349091,-122.1885537
1820,"17720 NE 65TH ST, REDMOND, WA 98052, USA",47.6645856,-122.103523
1821,"19640 SE 272ND ST, Kent, WA 98042, USA",47.3580129,-122.1308365
1822,"16300 112TH AVE NE, Bothell, WA 98011, USA",47.7466823,-122.1893707
1823,"3737 NE 135TH ST, SEATTLE, WA 98125, USA",47.7260597,-122.2874655
1824,"219 BURNETT AVE S, RENTON, WA 98057, USA",47.4805473,-122.208663
1825,"15355 MAPLE VALLEY HWY, RENTON, WA 98058, USA",47.4650225,-122.1365932
1826,"22615 SWEENEY RD SE, Maple Valley, WA 98038, USA",47.398216,-122.0513964
1827,"15828 SE JONES RD, Renton, WA 98058, USA",47.466948,-122.1279293
1828,"304 WELLS AVE S, RENTON, WA 98057, USA",47.4795378,-122.2052867
1829,"4399 ISSAQUAH PINE LAKE RD SE, SAMMAMISH, WA 98075, USA",47.5671277,-122.0274673
1830,"26500 TIMBERLANE WAY SE, COVINGTON, WA 98042, USA",47.3649189,-122.0856315
1831,"18525 36TH AVE S, SEA TAC, WA 98188, USA",,
1832,"29000 NE 150TH ST, DUVALL, WA 98019, USA",47.7357727,-121.9527684
1833,"611 S 132ND ST, BURIEN, WA 98168, USA",47.4848295,-122.3256662
1834,"4759 BROOKLYN AVE NE, SEATTLE, WA 98105, USA",47.6648053,-122.3146227
1835,"1319 NE 43RD ST, Seattle, WA 98105, USA",47.6596891,-122.313383
1836,"18646 142ND AVE NE, WOODINVILLE, WA 98072, USA",47.7626602,-122.1501975
1837,"15007 WOODINVILLE-REDMOND RD NE, WOODINVILLE, WA 98072, USA",47.737,-122.1556636
1838,"21624 PACIFIC HWY S, DES MOINES, WA 98198, USA",47.4079237,-122.2984791
1839,"630 SW 153RD ST, F, BURIEN, WA 98166, USA",47.4662267,-122.3432044
1840,"7135 SPORTSFIELD DR NE, SEATTLE, WA 98115, USA",47.6811415,-122.2611156
1841,"10475 NE 6TH ST NE, BELLEVUE, WA 98004, USA",,
1842,"4433 S Graham ST, 2, SEATTLE, WA 98118, USA",,
1843,"700 5TH AVE, 410, SEATTLE, WA 98104, USA",,
1844,"2509 E CHERRY ST, SEATTLE, WA 98122, USA",47.6078353,-122.2994614
1845,"15901 NE 36TH ST, SUITE P0250, REDMOND, WA 98052, USA",,
1846,"1411 21ST AVE, SEATTLE, WA 98122, USA",47.6132215,-122.3051662
1847,"1600 E MADISON ST, Seattle, WA 98122, USA",47.6153947,-122.3112294
1848,"2445 3RD AVE S, SEATTLE, WA 98134, USA",47.5812284,-122.3310633
1849,"12630 NE 59TH ST, KIRKLAND, WA 98033, USA",47.6600359,-122.1702618
1850,"207 1ST AVE S, Seattle, WA 98104, USA",47.6006031,-122.3344038
1851,"124 KIRKLAND AVE, Kirkland, WA 98033, USA",47.6756461,-122.2055416
1852,"643 SW 152ND ST, A, BURIEN, WA 98166, USA",,
1853,"643-A SW 152ND ST, BURIEN, WA 98166, USA",47.4668298,-122.341162
1854,"2001 S COMMONS, FEDERAL WAY, WA 98003, USA",47.312791,-122.3076601
1855,"4401 Wallingford AVE N, Seattle, WA 98103, USA",47.6604268,-122.3363818
1856,"6309 24TH AVE NW, SEATTLE, WA 98107, USA",47.6748783,-122.3878389
1857,"1013 E Pike ST, SEATTLE, WA 98122, USA",47.6139807,-122.3187251
1858,"16500 SOUTHCENTER PKWY, TUKWILA, WA 98188, USA",47.4542655,-122.2606185
1859,"14725 NE 20TH ST, #E, BELLEVUE, WA 98007, USA",47.6277972,-122.1208748
1860,"30711 3RD AVE, Black Diamond, WA 98010, USA",47.3263037,-122.010403
1861,"140 4TH AVE N, 165, SEATTLE, WA 98109, USA",,
1862,"308 N 125TH ST, Seattle, WA 98133, USA",47.7198737,-122.3548275
1863,"12863 Northup WAY, C, Bellevue, WA 98005, USA",,
1864,"818 STEWART ST, 110, SEATTLE, WA 98101, USA",,
1865,"500 UPTOWN CT, 210, KIRKLAND, WA 98033, USA",,
1866,"604 5TH PL S, KIRKLAND, WA 98033, USA",47.6708842,-122.1979153
1867,"11749 15TH AVE NE, Seattle, WA 98125, USA",47.7154355,-122.3128347
1868,"15600 NE 8TH ST, PM-9, BELLEVUE, WA 98008, USA",,
1869,"25200 SE KLAHANIE BLVD, Issaquah, WA 98029, USA",,
1870,"18230 E VALLEY HWY, 122, KENT, WA 98032, USA",47.4385839,-122.220247
1871,"724 PINE ST, SEATTLE, WA 98101, USA",47.6131336,-122.3335879
1872,"14203 NE WOODINVILLE DUVALL RD RD, Woodinville, WA 98072, USA",,
1873,"416 BROADWAY E, SEATTLE, WA 98102, USA",47.622546,-122.320704
1874,"14450 WOODINVILLE REDMOND RD, 107, WOODINVILLE, WA 98072, USA",,
1875,"1018 CENTRAL AVE N, 101, KENT, WA 98032, USA",,
1876,"15255 NE 40TH ST, REDMOND, WA 98052, USA",47.6443318,-122.1364543
1877,"100 ANDOVER PARK W, 120, TUKWILA, WA 98188, USA",,
1878,"2103 N 45TH ST, SEATTLE, WA 98103, USA",47.6612762,-122.3334927
1879,"5201 15th AVE NW, A2, Seattle, WA 98107, USA",,
1880,"10107 MAIN ST, BOTHELL, WA 98011, USA",47.7599351,-122.2050247
1881,"4435 CALIFORNIA AVE SW, SEATTLE, WA 98116, USA",47.5637078,-122.3870527
1882,"6032 CALIFORNIA AVE SW, SEATTLE, WA 98136, USA",47.5474894,-122.3869478
1883,"2600 SOUTHCENTER MALL, TUKWILA, WA 98188, USA",47.4583186,-122.2591865
1884,"743 RAINIER AVE S, RENTON, WA 98057, USA",47.4720483,-122.2210962
1885,"1335 ROOSEVELT AVE E, Enumclaw, WA 98022, USA",47.1989978,-121.9572129
1886,"2515 NE 55TH ST, Seattle, WA 98105, USA",47.6683591,-122.2997732
1887,"550 14TH AVE, SEATTLE, WA 98122, USA",47.607286,-122.3134858
1888,"25410 104TH AVE SE, KENT, WA 98030, USA",47.3739129,-122.2009995
1889,"10836 E MARGINAL WAY S, Tukwila, WA 98168, USA",47.5053628,-122.2895326
1890,"248 247TH PL NE, SAMMAMISH, WA 98074, USA",47.609672,-122.0087554
1891,"14111 NE 145TH ST, Woodinville, WA 98072, USA",47.7292858,-122.1493659
1892,"16727 REDMOND WAY, REDMOND, WA 98052, USA",47.6723851,-122.1169789
1893,"9309 SW CEMETERY RD, VASHON ISLAND, WA 98070, USA",,
1894,"10606 NE 2ND ST, BELLEVUE, WA 98004, USA",47.6120787,-122.1986358
1895,"223 ANDOVER PARK E, TUKWILA, WA 98188, USA",47.4572151,-122.2506233
1896,"625 S 4TH ST, RENTON, WA 98057, USA",47.4779636,-122.208696
1897,"7101 MARTIN LUTHER KING JR WAY S, 102, SEATTLE, WA 98118, USA",,
1898,"4730 University WAY NE, 109, SEATTLE, WA 98105, USA",,
1899,"2710 BEACON AVE S, B, SEATTLE, WA 98144, USA",,
1900,"1700 S JACKSON ST, SEATTLE, WA 98144, USA",47.5993477,-122.310108
1901,"1215 PINE ST, SEATTLE, WA 98101, USA",47.6150274,-122.3280674
1902,"230 STRANDER BLVD, TUKWILA, WA 98188, USA",47.4563133,-122.2604039
1903,"401 BELLEVUE SQUARE, BELLEVUE, WA 98004, USA",,
1904,"4634 E MARGINAL WAY, SEATTLE, WA 98134, USA",47.5641832,-122.3393271
1905,"515 S MICHIGAN ST, SEATTLE, WA 98108, USA",47.54568,-122.3276373
1906,"6501 38TH AVE S, SEATTLE, WA 98118, USA",47.5441602,-122.2849653
1907,"22712 SE 436TH ST, ENUMCLAW, WA 98022, USA",47.2110485,-122.03866
1908,"6012 PHINNEY AVE N, Seattle, WA 98103, USA",47.6729217,-122.3541709
1909,"3527 CHELAN AVE SW, Seattle, WA 98106, USA",47.5719744,-122.3615336
1910,"14602 15TH AVE NE, SHORELINE, WA 98155, USA",47.7350387,-122.3124329
1911,"520 S Jackson ST, SEATTLE, WA 98104, USA",47.5994006,-122.3267361
1912,"520 S JACKSON ST, SEATTLE, WA 98104, USA",47.5994006,-122.3267361
1913,"504 5TH AVE S, SEATTLE, WA 98104, USA",47.5976328,-122.327506
1914,"305 BELL ST, Seattle, WA 98121, USA",47.6147626,-122.3445567
1915,"21000 INTERNATIONAL BLVD, SEA TAC, WA 98198, USA",,
1916,"12400 NE 32ND ST, Bellevue, WA 98005, USA",47.6403499,-122.1736756
1917,"509 OLIVE WAY, SEATTLE, WA 98101, USA",47.6127317,-122.3366229
1918,"2719 1ST AVE, SEATTLE, WA 98121, USA",47.616084,-122.351443
1919,"625 1ST AVE, SEATTLE, WA 98104, USA",47.6023691,-122.3345827
1920,"700 1ST AVE, SEATTLE, WA 98104, USA",47.6027182,-122.334204
1921,"2724 E CHERRY ST, SEATTLE, WA 98122, USA",47.6081179,-122.296551
1922,"26701 NE CHERRY VALLEY RD, Duvall, WA 98019, USA",47.7469779,-121.9819971
1923,"8009 S 180TH ST, KENT, WA 98032, USA",47.4407631,-122.2314608
1924,"13633 SE 26TH ST, BELLEVUE, WA 98005, USA",47.5865708,-122.157176
1925,"3002 NE SUNSET BLVD, Renton, WA 98056, USA",47.502838,-122.1781653
1926,"524 A ST SE, AUBURN, WA 98002, USA",47.3023178,-122.2277188
1927,"26220 116TH AVE SE, 101, KENT, WA 98030, USA",,
1928,"19923 INTERNATIONAL BLVD, SEATAC, WA 98188, USA",47.4234736,-122.2964619
1929,"19918 68TH AVE S, Kent, WA 98032, USA",47.4232301,-122.2493235
1930,"23845 PACIFIC HWY S, DES MOINES, WA 98198, USA",47.3872502,-122.2964829
1931,"301 S GRADY WAY, Renton, WA 98057, USA",47.4707947,-122.2154959
1932,"18015 E VALLEY HWY, Kent, WA 98032, USA",47.440793,-122.220387
1933,"8030 DOUGLAS AVE SE, SNOQUALMIE, WA 98065, USA",47.5283908,-121.8761886
1934,"1419 N 30TH ST, RENTON, WA 98056, USA",47.5181709,-122.1994094
1935,"5940 E MARGINAL WAY S, SEATTLE, WA 98134, USA",47.549688,-122.334599
1936,"15510 AURORA AVE N, SHORELINE, WA 98133, USA",47.7417883,-122.3448289
1937,"22410 NE MARKETPLACE DR, REDMOND, WA 98053, USA",47.6954264,-122.0407801
1938,"27201 216TH AVE SE, MAPLE VALLEY, WA 98038, USA",47.3574381,-122.054344
1939,"16256 NE 8TH ST, BELLEVUE, WA 98008, USA",47.6173287,-122.1221228
1940,"3725 150TH AVE NE, Bellevue, WA 98006, USA",47.6107488,-122.1399213
1941,"1202 W MEEKER ST, Kent, WA 98032, USA",47.380898,-122.2481515
1942,"7400 GREENWOOD AVE N, SEATTLE, WA 98103, USA",47.6826657,-122.355108
1943,"3720 FACTORIA BLVD SE, F, BELLEVUE, WA 98006, USA",47.5773675,-122.168767
1944,"2330 2nd AVE, SEATTLE, WA 98121, USA",47.614777,-122.3465581
1945,"4525 UNIVERSITY WAY NE, SEATTLE, WA 98105, USA",47.6620668,-122.3132918
1946,"4520 21ST AVE NE, SEATTLE, WA 98105, USA",47.6620051,-122.3050768
1947,"4549 18TH AVE NE, Seattle, WA 98105, USA",47.6627901,-122.3086775
1948,"4600 22ND AVE NE, SEATTLE, WA 98105, USA",47.662057,-122.304174
1949,"7845 LAKE CITY WAY NE, Seattle, WA 98115, USA",47.6863552,-122.3143309
1950,"172 FRONT ST N, ISSAQUAH, WA 98027, USA",47.5322061,-122.0363651
